Order_ID,Order_Date,Customer_ID,Region,City,Category,Product,Sales_Channel,Customer_Type,Quantity,Unit_Price,Discount_Pct,Sales_Amount,Profit,Payment_Method
ORD107897,2024-03-11,CUST83463,Central,Bhopal,Office Supplies,Stapler,Online,Returning,1,259.27,5.0,246.31,87.76,Credit Card
ORD100353,2025-04-08,CUST38909,East,Patna,accessories ,Mouse,corporate ,Returning,4,1316.22,0.0,5264.9,1716.77,Credit Card
ORD108281,2024-03-26,CUST89873,South,Kochi,Electronics,Headphones,Marketplace,Returning,1,4505.16,5.0,4279.9,989.53,UPI
ORD108118,2024-09-26,CUST46623,East,Bhubaneswar,Office Supplies,File Folder,Online,New,4,148.0,15.0,503.21,164.5,Credit Card
ORD109928,2024-09-27,CUST28844,South,Hyderabad,Office Supplies,File Folder,Online,Returning,1,147.66,0.0,147.66,54.63,Cash
ORD105250,2025-05-09,CUST20992,North,Lucknow,Accessories,Backpack,Online,Corporate,1,1609.12,0.0,1609.12,533.48,Net Banking
ORD100239,2024-02-20,CUST20561,West,Mumbai,Office Supplies,Stapler,Marketplace,Corporate,2,271.37,5.0,515.6,142.25,UPI
ORD104100,2025-09-01,CUST83189,North,Jaipur,Furniture,Chair,Marketplace,Returning,5,6513.25,5.0,30937.95,11631.74,UPI
ORD109289,2025-06-02,CUST22479,South,Chennai,Furniture,Chair,Online,VIP,1,6634.6,25.0,4975.95,1614.09,Cash
ORD108387,2025-02-24,CUST52833,Central,Raipur,Home Appliances,Iron,Online,Corporate,2,1993.99,0.0,3987.98,1730.32,UPI
ORD107719,2025-02-12,CUST60485,North,Lucknow,electronics ,Tablet,Online,Corporate,1,27800.56,0.0,27800.56,7322.0,Credit Card
ORD106654,2025-05-01,CUST57241,North,Delhi,Electronics,Smartphone,Marketplace,VIP,2,30826.37,5.0,58570.1,26174.29,UPI
ORD102498,2024-10-25,CUST57674,North,Delhi,Accessories,Backpack,Online,Returning,1,1760.16,15.0,1496.13,623.1,UPI
ORD106756,2024-09-15,CUST75426,East,Bhubaneswar,Home Appliances,Iron,Marketplace,Returning,3,1806.97,10.0,4878.81,1224.31,UPI
ORD101558,2025-08-30,CUST86946,Central,Nagpur,Home Appliances,Mixer,Online,VIP,4,4454.06,,17816.25,6513.82,UPI
ORD109368,2024-01-07,CUST14243,West,Mumbai,Home Appliances,Iron,Corporate,Returning,2,1824.57,15.0,3101.78,985.03,UPI
ORD101018,2024-02-20,CUST62442,North,Jaipur,Accessories,Keyboard,Retail Store,Returning,5,2213.36,0.0,11066.81,4219.47,Net Banking
ORD105898,2024-08-20,CUST39386,West,Mumbai,Electronics,Headphones,Online,VIP,6,4691.75,0.0,28150.5,7620.32,UPI
ORD106266,2025-05-24,CUST54930,West,Pune,Office Supplies,Notebook,Marketplace,Returning,2,182.63,15.0,310.47,92.02,Net Banking
ORD107910,2024-10-26,CUST77231,North,Lucknow,Office Supplies,Notebook,Corporate,Returning,3,185.98,5.0,530.06,134.47,Net Banking
ORD108544,2025-03-16,CUST67998,North,Chandigarh,Electronics,Smartphone,Marketplace,Returning,1,33855.78,15.0,28777.41,11843.58,UPI
ORD101103,2025-01-29,CUST72902,North,Chandigarh,Accessories,Mouse,Retail Store,Returning,2,1096.47,0.0,2192.95,866.29,UPI
ORD105613,2025-08-09,CUST13232,South,Kochi,Electronics,Laptop,Online,Returning,1,60700.43,5.0,57665.41,26768.44,UPI
ORD107260,2024-06-01,CUST66259,South,Bengaluru,Furniture,Cabinet,Online,Returning,2,10873.32,10.0,19571.98,6966.62,UPI
ORD108879,2024-09-13,CUST80251,South,Bengaluru,Furniture,Desk,Retail Store,Returning,2,12254.13,15.0,20832.02,9234.24,UPI
ORD106843,2025-04-30,CUST72306,South,Bengaluru,Office Supplies,Notebook,Marketplace,Returning,5,200.92,20.0,803.69,364.98,Credit Card
ORD106696,2025-04-14,CUST77343,Central,Indore,Accessories,USB Cable,Marketplace,New,1,445.44,0.0,445.44,174.48,Cash
ORD107588,2025-02-14,CUST59288,North,Delhi,Office Supplies,Printer Paper,Online,New,2,390.54,10.0,702.97,244.61,Cash
ORD109390,2025-08-08,CUST31137,South,Kochi,Accessories,Mouse,Online,Returning,3,1334.98,20.0,3203.96,1333.4,Net Banking
ORD103448,2024-05-12,CUST50859,West,Pune,Electronics,Headphones,Online,Returning,3,4726.54,5.0,13470.65,3108.64,UPI
ORD106994,2025-08-01,CUST30075,West,Surat,Electronics,Monitor,Retail Store,New,1,17265.33,5.0,16402.07,7250.24,Cash
ORD109294,2025-03-07,CUST10696,North,Chandigarh,Office Supplies,Stapler,Marketplace,Corporate,1,278.02,5.0,264.11,100.45,Credit Card
ORD107672,2024-10-25,CUST61640,West,Mumbai,Electronics,Laptop,Corporate,New,1,60610.82,0.0,60610.82,21067.33,UPI
ORD105196,2025-09-02,CUST52368,Central,Indore,Electronics,Laptop,Online,Returning,1,62674.19,10.0,56406.77,23352.15,Debit Card
ORD104379,2025-06-24,CUST75840,Central,Nagpur,Electronics,Laptop,Online,Returning,1,67912.68,5.0,64517.04,27200.3,UPI
ORD109402,2025-11-01,CUST78082,Central,Indore,Home Appliances,Vacuum Cleaner,Retail Store,New,1,10193.05,0.0,10193.05,2540.2,Debit Card
ORD109476,2024-10-21,CUST37874,South,Bengaluru,Office Supplies,File Folder,Online,VIP,5,161.36,0.0,806.82,384.59,Debit Card
ORD108020,2025-10-06,CUST93585,South,Chennai,Home Appliances,Iron,Online,Returning,3,1914.36,0.0,5743.08,1455.33,UPI
ORD100217,2024-09-22,CUST95794,North,Chandigarh,Electronics,Monitor,Online,Returning,8,17810.7,0.0,142485.59,68302.76,Credit Card
ORD101501,2025-04-08,CUST56830,South,Hyderabad,Furniture,Chair,Retail Store,Returning,6,6131.76,10.0,33111.52,13720.35,Credit Card
ORD108040,2024-07-16,CUST28187,Central,Raipur,Home Appliances,Kettle,Retail Store,Returning,4,2071.79,0.0,8287.16,3896.11,UPI
ORD109322,2025-08-23,CUST78010,Central,Indore,Home Appliances,Vacuum Cleaner,Online,Returning,1,8609.5,5.0,8179.03,3228.35,Net Banking
ORD101034,2025-12-11,CUST57791,North,Chandigarh,Home Appliances,Mixer,Retail Store,Returning,2,4240.61,0.0,8481.22,2962.39,Debit Card
ORD108412,2024-06-01,CUST60980,South,Hyderabad,Accessories,Backpack,Marketplace,Returning,1,1785.07,5.0,1695.81,781.17,UPI
ORD103015,2025-06-17,CUST95527,East,Patna,Furniture,Desk,Corporate,VIP,5,12861.34,0.0,64306.68,23860.74,Net Banking
ORD102389,2025-06-21,CUST75710,Central,Bhopal,Electronics,Monitor,Retail Store,New,1,16846.69,10.0,15162.02,6453.94,UPI
ORD106324,2024-09-16,CUST51741,Central,Nagpur,Electronics,Monitor,Retail Store,New,3,19987.47,5.0,56964.29,24666.94,UPI
ORD105304,2025-06-29,CUST22000,South,Chennai,Home Appliances,Air Cooler,Marketplace,Returning,1,12500.73,0.0,12500.73,5344.08,Credit Card
ORD100906,2025-02-16,CUST90322,East,Patna,Office Supplies,Printer Paper,Retail Store,New,2,417.31,15.0,709.43,191.7,UPI
ORD104483,2025-10-03,CUST89045,North,Chandigarh,Office Supplies,Pen Set,Marketplace,VIP,1,286.37,5.0,272.05,100.65,Debit Card
ORD104317,2024-07-26,CUST28086,East,Kolkata,Furniture,Cabinet,Online,Returning,1,9704.07,5.0,9218.86,4045.66,UPI
ORD109022,2024-12-08,CUST78488,West,Pune,Accessories,Webcam,Retail Store,Returning,4,3886.86,5.0,14770.06,4116.4,UPI
ORD107582,2025-08-04,CUST45124,West,Mumbai,Office Supplies,Stapler,Online,Corporate,2,277.99,10.0,500.38,173.64,UPI
ORD103855,2025-06-10,CUST31500,West,Mumbai,Electronics,Smartphone,Marketplace,Returning,1,30563.27,5.0,29035.11,11622.76,UPI
ORD109171,2024-08-27,CUST98888,West,Surat,Furniture,Bookshelf,Marketplace,VIP,4,9269.57,10.0,33370.47,8619.02,UPI
ORD106707,2025-07-25,CUST73906,South,Bengaluru,Electronics,Monitor,Corporate,Returning,2,16992.29,0.0,33984.58,15203.11,Net Banking
ORD104899,2024-12-12,CUST13720,East,Patna,Home Appliances,Kettle,Marketplace,VIP,2,1973.84,5.0,3750.3,1089.18,Net Banking
ORD107324,2025-06-07,CUST27737,East,Patna,Furniture,Desk,Online,New,1,11102.74,5.0,10547.6,4059.34,Credit Card
ORD108714,2024-02-20,CUST92051,East,Guwahati,Accessories,USB Cable,Online,Returning,3,533.71,15.0,1360.96,432.31,Net Banking
ORD105753,2025-10-16,CUST40872,South,Bengaluru,Electronics,Laptop,Marketplace,Returning,3,64683.25,0.0,194049.76,63242.07,Debit Card
ORD107616,2025-02-25,CUST91424,West,Pune,Office Supplies,Pen Set,Retail Store,Returning,2,326.37,25.0,489.56,185.78,Cash
ORD103869,2025-01-17,CUST75790,West,Mumbai,Accessories,USB Cable,Online,New,8,535.26,0.0,4282.06,1348.32,UPI
ORD100852,2025-06-05,CUST13574,Central,Raipur,Electronics,Laptop,Marketplace,VIP,3,59399.53,10.0,160378.72,36252.48,UPI
ORD107459,2025-02-22,CUST48062,West,Mumbai,Electronics,Headphones,Retail Store,Returning,8,4174.46,10.0,30056.12,12019.57,Credit Card
ORD101825,2024-11-12,CUST45091,Central,Indore,Office Supplies,Printer Paper,Corporate,New,3,467.24,10.0,1261.56,556.78,Debit Card
ORD107664,2024-09-12,CUST12460,West,Surat,Electronics,Monitor,Marketplace,Corporate,5,16256.05,5.0,77216.23,31570.93,Credit Card
ORD108560,2024-02-17,CUST80050,Central,Indore,Electronics,Headphones,Corporate,Returning,2,4658.96,5.0,8852.02,3702.09,Debit Card
ORD103172,2024-07-22,CUST27410,East,Bhubaneswar,Office Supplies,Printer Paper,Retail Store,Returning,2,435.41,0.0,870.81,260.57,Credit Card
ORD109449,2024-08-02,CUST79234,North,Jaipur,Accessories,Mouse,Online,New,8,1152.04,0.0,9216.31,3970.1,UPI
ORD105227,2024-08-17,CUST20533,West,Surat,Electronics,Headphones,Corporate,Returning,3,4501.77,0.0,13505.31,5026.97,Debit Card
ORD106718,2025-04-16,CUST85269,North,Delhi,Office Supplies,Printer Paper,Online,Returning,1,432.91,0.0,432.91,130.6,Cash
ORD108768,2024-06-20,CUST30154,North,Delhi,Furniture,Chair,Retail Store,New,3,7204.98,5.0,20534.19,7675.49,UPI
ORD105095,2024-09-19,CUST91715,North,Delhi,Accessories,USB Cable,Marketplace,VIP,2,543.11,5.0,1031.91,241.63,UPI
ORD100747,2024-10-26,CUST50927,South,Chennai,Home Appliances,Kettle,Marketplace,Corporate,1,2452.07,10.0,2206.87,581.3,Cash
ORD103194,2025-09-24,CUST77768,West,Ahmedabad,Home Appliances,Iron,Retail Store,VIP,4,2002.57,0.0,8010.28,2616.91,UPI
ORD100347,2025-07-28,CUST14871,Central,Indore,Accessories,Webcam,Marketplace,Corporate,1,3918.03,5.0,3722.13,907.27,Debit Card
ORD103445,2024-04-24,CUST41077,West,Pune,Electronics,Smartphone,Retail Store,Returning,2,35381.34,5.0,67224.55,31580.42,UPI
ORD103755,2024-02-27,CUST37009,South,Bengaluru,Electronics,Laptop,Online,,1,65797.83,0.0,65797.83,20840.68,Net Banking
ORD103428,2024-11-03,CUST73095,West,Surat,Home Appliances,Iron,Marketplace,Returning,3,1787.62,20.0,4290.3,1767.47,Credit Card
ORD107049,2024-04-29,CUST50612,East,Guwahati,Accessories,Keyboard,Retail Store,Returning,2,2265.39,15.0,3851.16,1575.97,Credit Card
ORD104771,2024-05-16,CUST41981,West,Mumbai,Accessories,Backpack,Online,New,2,1872.65,5.0,3558.03,909.72,Credit Card
ORD102963,2025-12-02,CUST91174,North,Lucknow,Accessories,Webcam,Online,Returning,1,3722.95,15.0,3164.51,1370.85,Debit Card
ORD105824,2025-11-01,CUST11219,East,Bhubaneswar,Furniture,Sofa,Online,New,3,27866.21,10.0,75238.78,25786.58,Cash
ORD101513,2025-06-11,CUST65012,South,Kochi,Accessories,Mouse,Online,Returning,3,1147.95,15.0,2927.26,863.53,UPI
ORD101402,2025-04-03,CUST32413,South,Kochi,Electronics,Smartphone,Online,Returning,3,28209.7,0.0,84629.1,19772.3,Cash
ORD108770,2025-01-26,CUST77697,East,Bhubaneswar,Home Appliances,Iron,Marketplace,Returning,2,1993.18,15.0,3388.4,1027.54,Net Banking
ORD103110,2024-06-24,CUST72617,East,Kolkata,Furniture,Bookshelf,Online,New,1,8529.51,10.0,7676.55,3675.54,Credit Card
ORD102029,2025-09-28,CUST85091,South,Kochi,Home Appliances,Air Cooler,Corporate,Returning,10,11498.96,5.0,109240.16,27914.89,UPI
ORD102456,2024-02-07,CUST83865,Central,Nagpur,Accessories,Keyboard,Marketplace,Returning,8,2453.87,10.0,17667.85,5864.77,UPI
ORD105519,2025-06-26,CUST89560,East,Bhubaneswar,Home Appliances,Mixer,Online,Returning,2,4354.34,10.0,7837.8,2693.85,UPI
ORD104789,2025-10-06,CUST85481,East,Patna,Home Appliances,Air Cooler,Retail Store,Returning,1,12659.72,0.0,12659.72,4965.38,Net Banking
ORD104533,2025-07-02,CUST17517,West,Ahmedabad,Office Supplies,Notebook,Corporate,New,1,174.69,0.0,174.69,72.83,UPI
ORD100763,2024-10-19,CUST82429,Central,Nagpur,Home Appliances,Kettle,Online,New,4,2353.61,15.0,8002.28,2314.44,UPI
ORD106832,2024-12-17,CUST17763,East,Guwahati,Office Supplies,Printer Paper,Retail Store,Returning,4,390.22,20.0,1248.7,562.33,Debit Card
ORD109797,2025-03-05,CUST89264,Central,Nagpur,Electronics,Laptop,Marketplace,Returning,3,72606.71,0.0,217820.12,75905.27,UPI
ORD108902,2024-01-17,CUST79803,East,Kolkata,Accessories,Keyboard,Marketplace,Returning,10,2028.04,15.0,17238.36,4194.5,UPI
ORD101692,2024-03-15,CUST67140,West,Ahmedabad,Home Appliances,Vacuum Cleaner,Retail Store,Returning,1,10474.8,10.0,9427.32,4240.96,Debit Card
ORD101222,2024-03-12,CUST54982,Central,Indore,Office Supplies,Pen Set,Online,Returning,1,309.1,10.0,278.19,108.13,UPI
ORD107720,2025-05-29,CUST26465,North,Jaipur,Furniture,Desk,Retail Store,New,1,13048.1,25.0,9786.08,3128.28,UPI
ORD106964,2024-06-29,CUST74659,North,Jaipur,Furniture,Bookshelf,Marketplace,VIP,2,8139.45,0.0,16278.9,3833.86,Credit Card
ORD105554,2024-02-27,CUST32507,East,Kolkata,Accessories,Mouse,Online,VIP,3,1077.61,10.0,2909.55,1192.1,UPI
ORD108431,2025-01-08,CUST17414,North,Delhi,Office Supplies,File Folder,Online,New,1,151.76,10.0,136.59,39.58,Net Banking
ORD106436,2025-06-16,CUST92555,Central,Indore,Furniture,Bookshelf,Marketplace,Returning,6,8867.47,0.0,53204.83,22552.24,Net Banking
ORD109632,2025-02-09,CUST62455,South,Chennai,Accessories,Keyboard,Marketplace,Corporate,8,2007.87,5.0,15259.78,4225.86,Credit Card
ORD102213,2024-03-10,CUST31861,North,Lucknow,Office Supplies,Notebook,Online,Returning,6,193.91,0.0,1163.48,388.75,Debit Card
ORD100708,2025-06-19,CUST15080,East,Kolkata,Electronics,Laptop,Online,Returning,3,62131.28,0.0,186393.84,73447.53,Cash
ORD100509,2025-03-03,CUST37763,South,Bengaluru,Office Supplies,Notebook,Retail Store,Returning,1,195.65,15.0,166.31,77.43,Credit Card
ORD103312,2024-12-22,CUST14168,Central,Raipur,Electronics,Laptop,Marketplace,New,4,67673.45,0.0,270693.79,60946.66,Debit Card
ORD107636,2024-03-19,CUST16492,North,Lucknow,Electronics,Laptop,Retail Store,VIP,3,64149.77,0.0,192449.3,44666.08,Debit Card
ORD106423,2024-11-04,CUST92661,West,Ahmedabad,Electronics,Headphones,Marketplace,Returning,2,4858.02,0.0,9716.03,2939.99,Credit Card
ORD109335,2025-10-27,CUST19199,South,Chennai,Electronics,Smartphone,Marketplace,,6,28278.1,15.0,144218.28,33152.24,UPI
ORD109695,2025-04-10,CUST83527,West,Mumbai,Accessories,USB Cable,Online,Returning,10,520.86,15.0,4427.32,1968.52,Net Banking
ORD107601,2025-05-12,CUST87861,North,Chandigarh,Home Appliances,Kettle,Marketplace,New,3,2017.01,10.0,5445.93,1391.39,UPI
ORD106409,2025-04-05,CUST19748,Central,Raipur,Electronics,Laptop,Marketplace,New,1,63006.01,15.0,53555.11,14807.63,Cash
ORD108128,2025-06-12,CUST48265,South,Chennai,Office Supplies,Printer Paper,Online,New,2,414.48,15.0,704.62,256.18,Credit Card
ORD106355,2024-12-14,CUST41361,South,Chennai,Electronics,Monitor,Retail Store,Returning,5,19732.82,15.0,83864.46,29092.67,UPI
ORD108023,2024-12-04,CUST64900,North,Jaipur,Electronics,Headphones,Marketplace,Returning,1,4325.09,0.0,4325.09,1218.53,UPI
ORD103973,2024-11-22,CUST12472,South,Bengaluru,Electronics,laptop ,Online,New,6,62346.11,0.0,374076.67,148402.31,Credit Card
ORD107947,2025-03-09,CUST55675,North,Chandigarh,Office Supplies,Notebook,Retail Store,Returning,1,181.11,10.0,163.0,60.91,Net Banking
ORD100711,2024-11-06,CUST29276,East,Kolkata,Office Supplies,Stapler,Online,New,3,277.92,10.0,750.38,229.14,Cash
ORD106567,2024-11-12,CUST10319,North,Lucknow,Accessories,Mouse,Online,Returning,3,1233.33,0.0,3699.98,1681.55,UPI
ORD109185,2025-07-14,CUST47384,West,Ahmedabad,Electronics,Smartphone,Marketplace,Returning,1,35593.06,0.0,35593.06,12961.56,UPI
ORD107815,2024-12-13,CUST78508,Central,Raipur,Furniture,Desk,Retail Store,Returning,1,12874.67,0.0,12874.67,3888.99,Credit Card
ORD104695,2025-01-15,CUST64072,Central,Raipur,Furniture,Bookshelf,Online,Returning,5,7929.04,0.0,39645.22,10738.01,Debit Card
ORD101372,2024-04-02,CUST57214,East,Kolkata,Home Appliances,Iron,Marketplace,Returning,1,1984.92,0.0,1984.92,509.67,UPI
ORD102517,2024-11-10,CUST80531,East,Kolkata,Accessories,Webcam,Retail Store,Returning,5,3839.88,0.0,19199.41,5390.38,UPI
ORD100712,2025-01-20,CUST72813,West,Surat,Home Appliances,Iron,Online,Returning,6,1642.57,15.0,8377.11,2346.89,Cash
ORD107677,2025-11-10,CUST82044,West,Ahmedabad,Accessories,Backpack,Online,New,4,1954.35,15.0,6644.8,2557.52,UPI
ORD101245,2025-06-03,CUST35837,Central,,Electronics,Smartphone,Retail Store,Returning,5,34187.35,15.0,145296.24,58535.18,Debit Card
ORD101509,2025-07-29,CUST52373,West,Ahmedabad,Office Supplies,Stapler,Marketplace,VIP,3,222.45,5.0,633.98,217.46,Debit Card
ORD102319,2025-08-09,CUST86566,West,Mumbai,Furniture,Cabinet,Corporate,New,4,10334.79,20.0,33071.33,15527.31,Cash
ORD106933,2025-09-06,CUST95439,West,Pune,Office Supplies,Printer Paper,Retail Store,Returning,4,397.62,5.0,1510.97,540.09,UPI
ORD100715,2024-05-23,CUST35623,West,Surat,Electronics,Smartphone,Online,New,4,32318.86,0.0,129275.42,47202.16,Debit Card
ORD101731,2025-11-23,CUST70111,Central,Indore,Office Supplies,Notebook,Marketplace,Returning,1,160.86,10.0,144.78,41.72,UPI
ORD108435,2024-04-14,CUST90557,North,Chandigarh,Office Supplies,Pen Set,Online,Returning,4,267.29,10.0,962.25,452.87,Debit Card
ORD109586,2024-06-21,CUST60992,Central,Indore,Accessories,Webcam,Corporate,Returning,3,3081.13,0.0,9243.38,4282.92,Debit Card
ORD108858,2024-03-03,CUST98116,South,Chennai,Office Supplies,Pen Set,Online,New,3,272.6,5.0,776.9,259.65,Debit Card
ORD102018,2024-07-31,CUST73593,West,Surat,Electronics,Tablet,Online,VIP,3,26797.46,20.0,64313.9,24933.26,Credit Card
ORD106458,2024-04-23,CUST55749,South,Hyderabad,Home Appliances,Mixer,Online,New,2,4173.56,15.0,7095.05,2537.24,UPI
ORD109842,2024-09-24,CUST29917,West,Pune,Furniture,Chair,Marketplace,Returning,10,7079.67,10.0,63717.04,20705.39,Credit Card
ORD100212,2025-01-15,CUST23001,West,Surat,Home Appliances,Kettle,Retail Store,Returning,1,2390.36,5.0,2270.84,886.79,UPI
ORD102908,2025-08-14,CUST17938,North,Lucknow,Office Supplies,File Folder,Online,Returning,2,151.32,15.0,257.24,98.24,Debit Card
ORD109412,2024-07-02,CUST47414,Central,Raipur,Electronics,Tablet,Marketplace,VIP,3,29398.05,10.0,79374.75,26348.18,UPI
ORD101010,2024-07-09,CUST26821,South,Hyderabad,Accessories,Webcam,Retail Store,VIP,4,3487.18,0.0,13948.73,5131.64,Credit Card
ORD100323,2024-08-28,CUST39209,Central,Bhopal,Electronics,Smartphone,Retail Store,New,5,30403.34,5.0,144415.85,56579.18,UPI
ORD103399,2024-01-02,CUST48168,West,Pune,Accessories,Webcam,Online,Returning,2,3335.4,15.0,5670.17,1862.48,Net Banking
ORD102583,2025-08-04,CUST72205,West,Pune,Accessories,Mouse,Online,New,1,1104.09,15.0,938.47,330.48,Credit Card
ORD106584,2025-07-26,CUST28522,West,Surat,Home Appliances,Kettle,Retail Store,Returning,4,2065.68,5.0,7849.57,2604.52,UPI
ORD100334,2024-09-22,CUST59367,East,Bhubaneswar,Furniture,Chair,Retail Store,VIP,2,6932.22,10.0,12478.0,3419.01,Net Banking
ORD108950,2024-08-06,CUST80240,North,Jaipur,Home Appliances,Kettle,Marketplace,New,1,2191.57,10.0,1972.41,653.25,Credit Card
ORD103544,2025-10-16,CUST49235,North,Chandigarh,Furniture,Desk,Online,Returning,3,12151.37,0.0,36454.11,16076.45,Credit Card
ORD108903,2024-10-05,CUST39660,Central,Raipur,Office Supplies,Notebook,Online,New,1,189.57,20.0,151.65,51.24,Net Banking
ORD101446,2025-08-03,CUST82224,Central,Indore,Accessories,Webcam,Online,Corporate,1,3265.42,5.0,3102.14,1390.46,Net Banking
ORD102835,2024-03-28,CUST96541,East,Guwahati,Furniture,Sofa,Marketplace,New,1,24737.93,5.0,23501.03,9546.34,UPI
ORD100233,2024-02-21,CUST53604,West,Pune,Furniture,Chair,Online,Returning,4,6379.46,5.0,24241.96,7730.88,UPI
ORD102588,2025-05-13,CUST29477,Central,Indore,Office Supplies,Stapler,Corporate,Returning,1,271.41,15.0,230.7,55.84,Debit Card
ORD109938,2024-12-17,CUST64391,West,Ahmedabad,Accessories,Webcam,Retail Store,Returning,1,3797.6,15.0,3227.96,1442.96,UPI
ORD105758,2024-12-05,CUST38399,East,Bhubaneswar,Home Appliances,Air Cooler,Online,Returning,1,11178.87,15.0,9502.04,2243.27,
ORD104775,2024-04-26,CUST33843,north ,Chandigarh,Electronics,Headphones,Online,Returning,1,4870.58,0.0,4870.58,1405.83,UPI
ORD107236,2024-08-30,CUST42424,Central,Raipur,Accessories,Webcam,Marketplace,Returning,3,3300.62,0.0,9901.86,3897.35,Debit Card
ORD106170,2024-12-01,CUST18635,East,Guwahati,Electronics,Headphones,Marketplace,Returning,3,4433.73,25.0,9975.88,3485.43,Debit Card
ORD101575,2025-03-15,CUST53686,South,Chennai,Office Supplies,Printer Paper,Online,VIP,6,408.59,25.0,1838.67,643.33,Cash
ORD106213,2025-07-24,CUST10433,South,Bengaluru,Electronics,Laptop,Online,Returning,3,68990.33,0.0,206970.99,87946.69,Debit Card
ORD109461,2025-07-18,CUST10578,South,Kochi,Office Supplies,Pen Set,Marketplace,Corporate,1,331.94,0.0,331.94,137.69,UPI
ORD107189,2024-03-26,CUST57183,North,Lucknow,Electronics,Laptop,Online,New,2,61427.81,5.0,116712.85,47668.75,UPI
ORD109271,2025-03-18,CUST92076,North,Delhi,Accessories,Webcam,Corporate,VIP,3,3286.98,5.0,9367.89,3011.67,UPI
ORD102025,2024-08-16,CUST93193,East,Guwahati,Office Supplies,Pen Set,Marketplace,Corporate,1,309.38,10.0,278.44,89.23,UPI
ORD102846,2024-01-03,CUST84212,Central,Bhopal,Office Supplies,Pen Set,Marketplace,Returning,3,320.04,0.0,960.11,288.65,Debit Card
ORD100774,2025-09-10,CUST73178,Central,Nagpur,Electronics,Smartphone,Online,Returning,1,29167.41,10.0,26250.67,8790.53,Credit Card
ORD101470,2025-11-14,CUST52310,Central,Indore,Furniture,Cabinet,Online,New,2,10709.11,20.0,17134.57,5934.15,Net Banking
ORD100871,2025-12-20,CUST91407,South,,Furniture,Desk,Retail Store,New,2,10870.76,10.0,19567.36,7829.65,Credit Card
ORD104192,2024-04-01,CUST73716,West,Ahmedabad,Office Supplies,Pen Set,Marketplace,Returning,5,305.33,0.0,1526.65,363.71,Credit Card
ORD101263,2024-09-04,CUST60564,Central,Nagpur,Accessories,Keyboard,Online,Returning,1,2385.96,0.0,2385.96,1138.83,UPI
ORD104898,2024-05-08,CUST31147,West,Surat,Accessories,Mouse,Online,Returning,1,1321.88,10.0,1189.69,345.33,UPI
ORD104856,2025-12-17,CUST99885,Central,Bhopal,Accessories,Mouse,Marketplace,VIP,5,1331.68,0.0,6658.4,2460.95,Debit Card
ORD108514,2025-10-16,CUST92161,East,Kolkata,Electronics,Monitor,Online,Returning,3,19898.74,10.0,53726.59,22808.85,UPI
ORD109264,2025-01-30,CUST40769,West,Ahmedabad,Accessories,Backpack,Corporate,New,5,1964.36,10.0,8839.61,2711.96,Net Banking
ORD107868,2025-07-18,CUST57405,West,Mumbai,Electronics,Laptop,Online,Returning,1,59491.61,0.0,59491.61,19941.71,Debit Card
ORD101220,2025-11-12,CUST48802,West,Ahmedabad,Office Supplies,Stapler,Retail Store,Returning,1,223.11,25.0,167.33,72.69,UPI
ORD106648,2025-01-01,CUST82522,East,Bhubaneswar,Furniture,Desk,Online,Returning,4,12170.74,0.0,48682.96,19617.8,Credit Card
ORD104794,2025-10-23,CUST58099,South,Kochi,Electronics,Monitor,Corporate,Returning,4,20140.38,15.0,68477.3,28234.53,Cash
ORD100408,2025-01-20,CUST25131,Central,Nagpur,Electronics,Smartphone,Retail Store,VIP,2,34131.55,20.0,54610.48,24040.33,Cash
ORD103133,2024-07-01,CUST34511,North,Chandigarh,Accessories,Backpack,Marketplace,Returning,2,1670.7,10.0,3007.26,982.47,Credit Card
ORD102273,2024-02-02,CUST91914,East,Kolkata,Electronics,Tablet,Marketplace,New,1,28989.37,25.0,21742.03,8236.32,Net Banking
ORD103703,2024-02-28,CUST15114,Central,Nagpur,Furniture,Bookshelf,Corporate,Returning,3,8890.21,5.0,25337.09,10453.73,Credit Card
ORD103404,2024-10-17,CUST52468,South,Hyderabad,Home Appliances,Iron,Marketplace,VIP,4,1967.82,5.0,7477.73,3573.76,UPI
ORD103994,2025-07-17,CUST52726,East,Patna,Office Supplies,File Folder,Marketplace,New,4,177.4,10.0,638.66,177.45,Credit Card
ORD109373,not_available,CUST98487,South,Kochi,Electronics,Monitor,Retail Store,Corporate,4,16373.79,5.0,62220.39,16580.48,Net Banking
ORD107050,2024-03-07,CUST44620,Central,Indore,Office Supplies,Notebook,Corporate,Corporate,1,174.36,0.0,174.36,82.35,UPI
ORD102648,2024-11-06,CUST23820,Central,Bhopal,Furniture,Chair,Retail Store,Corporate,2,6233.05,10.0,11219.49,3983.1,Debit Card
ORD105377,2025-08-09,CUST17330,South,Bengaluru,Furniture,Cabinet,Retail Store,Corporate,3,12109.57,0.0,36328.71,9121.93,Debit Card
ORD107021,2025-06-11,CUST16895,Central,Raipur,Office Supplies,Stapler,Online,VIP,2,279.58,15.0,475.28,196.15,Net Banking
ORD102055,2024-10-25,CUST82450,South,Hyderabad,Furniture,Cabinet,Online,New,5,11082.65,0.0,55413.23,25086.33,Cash
ORD108552,2024-01-14,CUST64648,East,Guwahati,Electronics,tablet ,Marketplace,VIP,2,28620.51,10.0,51516.92,17093.74,UPI
